;X;Y;type;name;opening_hours;wheelchair;cuisine;phone;website;com_insee;com_nom;categorie;notation;prix;enjoyment_rate;wikipedia
33470;257137.74894346177;6254515.712526558;monument;Buste de Guy de Maupassant;;;;;;75056;Paris;patrimoine;;;;
33484;258976.26825755622;6248884.925354875;memorial;José Rizal: 1861–1896;;;;;;75056;Paris;patrimoine;;;;
33485;258725.7214796278;6251349.049804121;monument;Thomas Jefferson Statue;;;;;;75056;Paris;patrimoine;;;;
33489;266733.9788556014;6251686.3899006415;memorial;AF 447 Rio de Janeiro - Paris 01/06/2009;;;;;;75056;Paris;patrimoine;;;;
33490;260583.7662324074;6250227.240193111;monument;Intronisation de Louis XIII;;;;;;75056;Paris;patrimoine;;;;
33491;260556.0810750471;6250197.5312285265;place_of_worship;Salle du Royaume des Témoins de Jéhovah;;;;;;75056;Paris;patrimoine;;;;
33506;273349.5626100567;6248200.214574931;memorial;Socle de la statue de Beethoven;;;;;;75056;Paris;patrimoine;;;;
33532;260819.56317780574;6250371.556862415;memorial;Quai des Orfèvres;;;;;;75056;Paris;patrimoine;;;;
33567;262229.68056353135;6249388.424972877;memorial;Le château de la Tournelle;;;;;;75056;Paris;patrimoine;;;;
33574;262297.0845152067;6249630.120157454;memorial;Plaque Marie Curie;;;;;;75056;Paris;patrimoine;;;;
33581;262246.9128207062;6249380.084945765;memorial;La porte Saint-Bernard;;;;;;75056;Paris;patrimoine;;;;
33582;261856.87158886463;6249875.442662671;memorial;Île Saint-Louis;;;;;;75056;Paris;patrimoine;;;;
33583;261612.32493149;6250301.140848581;memorial;L'Arche Marion;;;;;;75056;Paris;patrimoine;;;;
33584;261823.37555408498;6249892.072946908;memorial;Square Jean XXIII;;;;;;75056;Paris;patrimoine;;;;
33591;263710.8977080267;6249269.026341089;place_of_worship;Église de Scientologie;;;;;;75056;Paris;patrimoine;;;;
33592;261771.36708798635;6249119.230636281;place_of_worship;Église Orthodoxe Notre-Dame-Joie-des-Affligés-et-Sainte-Geneviève;;;;;;75056;Paris;patrimoine;;;;
33593;264670.2268157849;6253197.85069439;memorial;La Courtille;;;;;;75056;Paris;patrimoine;;;;
33594;265084.3687173831;6253353.185272725;memorial;Théâtre de Belleville;;;;;;75056;Paris;patrimoine;;;;
33598;265468.99982197204;6252883.50067908;memorial;Cabaret du Pistolet;;;;;;75056;Paris;patrimoine;;;;
33602;265035.51059287396;6252703.5171089275;memorial;Catastrophe du 10 Août 1903;;;;;;75056;Paris;patrimoine;;;;
33605;264783.4721337689;6253245.594871955;memorial;Taverne du bagne de Maxime Lisbonne;;;;;;75056;Paris;patrimoine;;;;
33611;259192.82919494543;6252784.868870373;memorial;Crédit Foncier de France;;;;;;75056;Paris;patrimoine;;;;
33616;259315.22497507263;6252170.899848677;memorial;Couvent et Club des Feuillants;;;;;;75056;Paris;patrimoine;;;;
33618;259745.5638625813;6251868.788600552;memorial;Olympe de Gouges;;;;;;75056;Paris;patrimoine;;;;
33619;259631.52817621268;6251957.544189839;memorial;Église Saint-Roch;;;;;;75056;Paris;patrimoine;;;;
33622;259494.3491677081;6252034.844381819;memorial;Hôtel de Noailles;;;;;;75056;Paris;patrimoine;;;;
33626;260714.88946061282;6250882.251210571;memorial;Le Pont-Neuf;;;;;;75056;Paris;patrimoine;;;;
33627;260713.653814265;6250882.538848584;memorial;Les bouquinistes de la Seine;;;;;;75056;Paris;patrimoine;;;;
33628;260264.19023823808;6250663.513789093;memorial;La tour de Nesle;;;;;;75056;Paris;patrimoine;;;;
33645;259420.62226895575;6250984.786321639;memorial;Hôtel de Villette;;;;;;75056;Paris;patrimoine;;;;
33649;258698.15877370737;6251186.002395407;memorial;Hôtel de Salm;;;;;;75056;Paris;patrimoine;;;;
33656;262701.7642600875;6250608.339655661;memorial;Attentat du 9 août 1982;;;;;;75056;Paris;patrimoine;;;;
33660;263030.635431738;6250634.260117628;memorial;Hôtel Carnavalet;;;;;;75056;Paris;patrimoine;;;;
33662;262975.32077676285;6250824.148531994;memorial;Hôtel de Marle;;;;;;75056;Paris;patrimoine;;;;
33674;258670.32890100905;6252252.601868527;memorial;Hôtel de Talleyrand-Périgord;;;;;;75056;Paris;patrimoine;;;;
33675;258874.96752093433;6252281.827285359;memorial;Cour des Comptes;;;;;;75056;Paris;patrimoine;;;;
33679;263774.18283854256;6255139.416139316;memorial;Rotonde de la Villette;;;;;;75056;Paris;patrimoine;;;;
33687;263534.82366943895;6252640.527993992;memorial;Canal Saint-Martin;;;;;;75056;Paris;patrimoine;;;;
33692;263174.86096400983;6252494.88649873;memorial;Place de la République;;;;;;75056;Paris;patrimoine;;;;
33698;263633.45273828175;6250031.6806490375;memorial;La Bastille;;;;;;75056;Paris;patrimoine;;;;
33699;263859.7763950136;6249967.527139023;memorial;La barricade du Fbg Saint-Antoine;;;;;;75056;Paris;patrimoine;;;;
33700;263724.7903804777;6250173.456215789;memorial;Boulevard Beaumarchais;;;;;;75056;Paris;patrimoine;;;;
33701;263741.3101929114;6250172.6102924775;memorial;Boulevard Richard-Lenoir;;;;;;75056;Paris;patrimoine;;;;
33702;262909.62001329666;6250260.536013008;memorial;Église Saint-Paul-Saint-Louis;;;;;;75056;Paris;patrimoine;;;;
33703;263366.57539105404;6250047.059292053;memorial;Hôtel de Mayenne;;;;;;75056;Paris;patrimoine;;;;
33704;263405.8155115586;6250033.761585895;memorial;Temple Sainte-Marie;;;;;;75056;Paris;patrimoine;;;;
33706;262867.44105823507;6250279.721773557;memorial;Lycée Charlemagne;;;;;;75056;Paris;patrimoine;;;;
33714;261781.29678656513;6250431.517524062;memorial;Les feux de la Saint-Jean;;;;;;75056;Paris;patrimoine;;;;
33715;261897.2583001245;6250397.324329492;memorial;Jardin des Combattants-de-la-Nueve;;;;;;75056;Paris;patrimoine;;;;
33718;261669.82144848476;6251388.052373691;place_of_worship;Shanga Rimay Paris;;;;;;75056;Paris;patrimoine;;;;
33719;267175.6166714255;6251085.190717476;memorial;Mur des Fédérés;;;;;;75056;Paris;patrimoine;;;;fr:Mur des Fédérés
33720;265975.2474702526;6251136.307062802;memorial;Cimetière du Père-Lachaise;;;;;;75056;Paris;patrimoine;;;;
33722;265541.5689980202;6250946.597769686;memorial;Les dalles de la guillotine;;;;;;75056;Paris;patrimoine;;;;
33724;265527.43142268946;6251001.604905563;memorial;Prison de la Petite Roquette;;;;;;75056;Paris;patrimoine;;;;
33725;265516.3328694573;6250996.934953354;memorial;Square de la Roquette;;;;;;75056;Paris;patrimoine;;;;
33728;261065.66830805148;6254485.463773327;place_of_worship;Centre Bouddhiste;;;;;;75056;Paris;patrimoine;;;;
33739;260733.23491269554;6255110.756420892;memorial;Le Théâtre de l’Atelier;;;;;;75056;Paris;patrimoine;;;;
33740;260852.95902504367;6255274.404209837;memorial;Square Louise-Michel;;;;;;75056;Paris;patrimoine;;;;
33741;260792.12292332517;6255553.274643522;memorial;La basilique du Sacré-Cœur;;;;;;75056;Paris;patrimoine;;;;
33742;260666.59906550666;6255575.350374041;memorial;Le parc d’artillerie de Montmartre;;;;;;75056;Paris;patrimoine;;;;
33743;260453.31092114674;6255870.517224993;memorial;La maison rose de Maurice Utrillo;;;;;;75056;Paris;patrimoine;;;;
33744;260668.63621218823;6255790.557904264;memorial;Square Claude-Charpentier;;;;;;75056;Paris;patrimoine;;;;
33745;260636.44261545077;6255739.887482817;memorial;Le cabaret de Patachou;;;;;;75056;Paris;patrimoine;;;;
33747;260479.5711890249;6255973.942332133;memorial;Le Lapin Agile;;;;;;75056;Paris;patrimoine;;;;
33748;260469.12942078852;6255910.099315132;memorial;Clos Montmartre;;;;;;75056;Paris;patrimoine;;;;
33749;262404.63027526205;6246793.550214552;place_of_worship;Église Adventiste du 7e jour Paris-Sud;;;;;;75056;Paris;patrimoine;;;;
33750;260965.48076633754;6256613.211689589;memorial;Mairie du XVIIIe arrondissement;;;;;;75056;Paris;patrimoine;;;;
33751;261189.88972782774;6256635.154733322;memorial;Square Maurice-Kriegel-Valrimont;;;;;;75056;Paris;patrimoine;;;;
33752;260731.68757177348;6255954.337344915;memorial;Louise Michel directrice d'école;;;;;;75056;Paris;patrimoine;;;;
33753;260657.24822828005;6255940.031489099;memorial;Jardin Saint-Vincent;;;;;;75056;Paris;patrimoine;;;;
33755;259824.76768028073;6254801.261342736;memorial;L'Atelier de Degas;;;;;;75056;Paris;patrimoine;;;;
33756;260234.93547605764;6254267.885830756;memorial;Hôtel de la Païva;;;;;;75056;Paris;patrimoine;;;;
33757;260193.9587714966;6254262.960177329;memorial;Hôtel Thiers;;;;;;75056;Paris;patrimoine;;;;
33758;262159.9722983966;6248430.914940009;yes;Fontaine Cuvier;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine Cuvier
33759;257286.672158245;6252302.929892795;memorial;Stèle à Jean Perrin;;;;;;75056;Paris;patrimoine;;;;
33765;263487.7577887315;6245156.704762481;place_of_worship;Amicale des Teo Chew en France;;;;;;75056;Paris;patrimoine;;;;
33766;263416.0346408134;6245753.560296887;place_of_worship;Synagogue Avoth Ouvanim;;;;;;75056;Paris;patrimoine;;;;
33767;259207.35638849396;6247319.18271619;memorial;Cénotaphe de Charles Baudelaire;;;;;;75056;Paris;patrimoine;;;;
33770;261088.76710239105;6248755.519758003;monument;J.J. Rousseau;;;;;;75056;Paris;patrimoine;;;;
33771;267510.9889013385;6253597.160075998;memorial;Villa des otages;;;;;;75056;Paris;patrimoine;;;;
33773;254277.32783583412;6248137.664887723;memorial;Marguerite Boucicaut (1816-1887);;;;;;75056;Paris;patrimoine;;;;
33781;255245.13948879085;6248936.07917129;memorial;stèle Émile Zola;;;;;;75056;Paris;patrimoine;;;;
33782;265649.5822999369;6249108.793247717;memorial;Plaque aux victims de la barbarie nazie;;;;;;75056;Paris;patrimoine;;;;
33785;259695.84857799302;6249364.809014756;fountain;Fontaine de la Paix;;;;;;75056;Paris;patrimoine;;;;fr:Fontaine de la Paix
33787;263601.54857222043;6249771.16154328;memorial;Port de l'Arsenal;;;;;;75056;Paris;patrimoine;;;;
33789;265461.17406176927;6256881.272892284;memorial;Entrepôts généraux;;;;;;75056;Paris;patrimoine;;;;
33793;254607.85766789748;6250053.251360833;memorial;Monument de la rafle du Vel' d'Hiv;;;;;;75056;Paris;patrimoine;;;;
33795;259414.8893151799;6255904.42778959;memorial;Fils de Dumas;;;;;;75056;Paris;patrimoine;;;;
33796;259320.42359529273;6255763.097985693;memorial;Stendhal;;;;;;75056;Paris;patrimoine;;;;
33797;261302.57844835773;6252264.21079446;monument;Au Planteur;;;;;;75056;Paris;patrimoine;;;;fr:Au Planteur
33798;263370.0708230649;6255549.584074551;battlefield;Bataille de Paris;;;;;;75056;Paris;patrimoine;;;;fr:Bataille de Paris (1814)
33799;259644.98670264956;6255579.1933176825;memorial;Dalida;;;;;;75056;Paris;patrimoine;;;;
33800;261444.75570199895;6253517.814602775;place_of_worship;La Fraternelle - Union Nationale des Amis de Tlemcen;;;;;;75056;Paris;patrimoine;;;;
33801;263062.20563932694;6251962.942319556;fountain;Fontaine Wallace -Nathalie Lemel;;;;;;75056;Paris;patrimoine;;;;
33803;255356.5035073804;6251940.977537351;memorial;Statue de George Washington;;;;;;75056;Paris;patrimoine;;;;
33805;261897.2916959717;6246948.479880024;memorial;Manufacture des Gobelins;;;;;;75056;Paris;patrimoine;;;;
33806;259333.7151424934;6247296.401249277;memorial;Monument des Fédérés;;;;;;75056;Paris;patrimoine;;;;
33807;259990.41108258106;6249150.187634228;fountain;Fontaine Eugène Delacroix;;;;;;75056;Paris;patrimoine;;;;
33809;254663.22798261806;6246487.791869684;memorial;Fragment du Mur de Berlin;;;;;;75056;Paris;patrimoine;;;;
33810;259631.70628739792;6250092.535574758;memorial;Joachim Lelewel - plaque commémorative;;;;;;75056;Paris;patrimoine;;;;
33811;264365.31159855303;6246004.418554645;memorial;À Celestino Alfonso;;;;;;75056;Paris;patrimoine;;;;
33817;258986.58757435277;6256860.311256811;monument;Statue de Maria Deraismes;;;;;;75056;Paris;patrimoine;;;;
33818;261569.04391346962;6245936.626062595;memorial;Communards de la Butte-aux-Cailles;;;;;;75056;Paris;patrimoine;;;;
33820;260844.7881744195;6255766.280758379;memorial;La fusillade du 18 Mars 1871;;;;;;75056;Paris;patrimoine;;;;
33822;259565.6715654594;6255166.044541115;place_of_worship;Chapelle Sainte Rita;;;;;;75056;Paris;patrimoine;;;;
33829;262055.46556043986;6255748.995608389;place_of_worship;Khalid Ibn Walid;;;;;;75056;Paris;patrimoine;;;;
33830;268784.0163341522;6245538.421648452;memorial;Monument Péraud;;;;;;75056;Paris;patrimoine;;;;
33832;259259.843528403;6256176.106597257;memorial;Jacques Offenbach;;;;;;75056;Paris;patrimoine;;;;
33833;259330.78743988558;6255783.904537273;memorial;France Gall;;;;;;75056;Paris;patrimoine;;;;
33834;259508.90975710392;6255457.40501838;memorial;Sacha Guitry;;;;;;75056;Paris;patrimoine;;;;
33835;258074.42453484362;6251231.637079202;monument;La Loi;;;;;;75056;Paris;patrimoine;;;;
33836;264328.9435209109;6253302.8848554185;place_of_worship;Prayer and Revival Renter;;;;;;75056;Paris;patrimoine;;;;
33839;262745.55734776554;6250641.907684227;ruins;Tour de guet (enceinte Louis-Philippe);;;;;;75056;Paris;patrimoine;;;;
33860;262300.4129679814;6255953.37233376;place_of_worship;Salle de Prière;;;;;;75056;Paris;patrimoine;;;;
33879;261433.54582927597;6248991.665315411;fountain;Fontaine Sainte-Geneviève;;;;;;75056;Paris;patrimoine;;;;
33890;249067.29736798196;6251750.759491453;monument;Stèle des Norvégiens de Paris;;;;;;75056;Paris;patrimoine;;;;
33891;251792.643405481;6252480.197256223;monument;Statue de l’étalon Amiral;;;;;;75056;Paris;patrimoine;;;;
33892;260556.2369223342;6255658.7104768595;memorial;Montée de Louis Renault en automobile;;;;;;75056;Paris;patrimoine;;;;
33893;261264.7520853862;6250340.29086185;memorial;Plaque de l'affiche de l'appel du 18 Juin 1940;;;;;;75056;Paris;patrimoine;;;;
33896;263013.92637616995;6253379.655733469;place_of_worship;Église Évangélique Foi Espérance et Amour;;;;;;75056;Paris;patrimoine;;;;
33899;264763.4568893243;6245470.142521372;memorial;CAPORAL BAUDRY;;;;;;75056;Paris;patrimoine;;;;
33903;251780.82127555876;6248108.166223087;memorial;Caserne Chalvidan;;;;;;75056;Paris;patrimoine;;;;
33904;265560.5489712005;6256774.5858193785;monument;1ère écluse du canal St-Denis;;;;;;75056;Paris;patrimoine;;;;
33906;260414.193252082;6248372.270883388;building;Regard Saint-Magloire;;;;;;75056;Paris;patrimoine;;;;
33911;262903.5197052012;6249324.800754606;memorial;Mémorial première armée française;;;;;;75056;Paris;patrimoine;;;;
33912;255345.83910016247;6246416.951535527;place_of_worship;Église de la Présentation de la Très Sainte Mère de Dieu au temple;;;;;;75056;Paris;patrimoine;;;;
33913;262915.23051563266;6250365.872126455;memorial;Plaque François-Vincent Raspail;;;;;;75056;Paris;patrimoine;;;;
33914;260634.86187868152;6249315.479618378;monument;Statue de Saint-Louis;;;;;;75056;Paris;patrimoine;;;;
33917;265202.28945398045;6246824.092832369;ruins;Vestiges du Petit-Château de Bercy;;;;;;75056;Paris;patrimoine;;;;
33918;262102.84313572152;6250821.001455948;memorial;Mémorial Gilbert Baker;;;;;;75056;Paris;patrimoine;;;;
33922;261653.49087918532;6252018.497566102;monument;Ancienne Fontaine;;;;;;75056;Paris;patrimoine;;;;
33926;251055.69724448049;6248607.627651424;memorial;Monument à Franz Reichel;;;;;;75056;Paris;patrimoine;;;;
33928;262847.6261888739;6250136.7939771805;fountain;Fontaine Charlemagne;;;;;;75056;Paris;patrimoine;;;;
33934;258131.35332243526;6251610.3958321195;memorial;Armelle C.;;;;;;75056;Paris;patrimoine;;;;
33935;255120.28354791712;6251360.945145779;memorial;Monument aux combattants polonais pour la défense et la libération de la France;;;;;;75056;Paris;patrimoine;;;;
33936;265191.03505346127;6254952.173270794;memorial;Monument à Jean Macé;;;;;;75056;Paris;patrimoine;;;;
33937;263225.37774893176;6251910.382619807;fountain;Fontaine Boucherat;;;;;;75056;Paris;patrimoine;;;;
33967;260226.2191599285;6247125.6690428145;monument;Hôtel de Massa;;;;;;75056;Paris;patrimoine;;;;
33968;260247.03590470683;6246582.528424854;place_of_worship;Première église du Christ scientiste;;;;;;75056;Paris;patrimoine;;;;
33969;253954.43452083916;6249124.237880737;memorial;Robert Keller;;;;;;75056;Paris;patrimoine;;;;
33974;261745.0288964647;6251313.753056533;fountain;Fontaine Maubuée;;;;;;75056;Paris;patrimoine;;;;
33978;267286.32390501944;6253369.4500409;place_of_worship;Église protestante évangélique de Télégraphe;;;;;;75056;Paris;patrimoine;;;;
33979;266703.72221800376;6251346.6132070385;monument;Leon Thury;;;;;;75056;Paris;patrimoine;;;;
33981;260409.06142355644;6249119.34905081;fountain;Fontaine Médicis;;;;;;75056;Paris;patrimoine;;;;
33982;259373.3003534195;6247289.02730577;monument;Auguste Bartholdi;;;;;;75056;Paris;patrimoine;;;;
33983;253935.86642977482;6246914.96030823;aircraft;Dassault Rafale C01;;;;;;75056;Paris;patrimoine;;;;
33985;262922.5330742287;6250132.429032715;memorial;Elias Zajdner;;;;;;75056;Paris;patrimoine;;;;
33991;262121.82310890174;6253426.673162512;place_of_worship;Mosquée 'Ali Ibn Al Khattab;;;;;;75056;Paris;patrimoine;;;;
33992;262092.0451451146;6253267.512264446;place_of_worship;Mosquée Al-Fatih;;;;;;75056;Paris;patrimoine;;;;
33993;254105.8958200125;6248675.018633112;place_of_worship;Mosquée de Paris 15ème;;;;;;75056;Paris;patrimoine;;;;
33994;265029.4436806257;6252486.611104377;place_of_worship;Association Culturelle des Musulmans;;;;;;75056;Paris;patrimoine;;;;
33995;260637.83410908567;6256422.939440865;place_of_worship;Maison Verte;;;;;;75056;Paris;patrimoine;;;;
33996;261158.4531036277;6250454.239747996;castle;Conciergerie;;;;;;75056;Paris;patrimoine;;;;
33997;264981.52063983923;6245725.3381508095;place_of_worship;Aumônerie des Grands Moulins;;;;;;75056;Paris;patrimoine;;;;
33999;257211.59829365398;6251990.186851225;memorial;Samuel Champlain;;;;;;75056;Paris;patrimoine;;;;
34000;257212.45545373307;6251987.242406926;memorial;Jacques Cartier;;;;;;75056;Paris;patrimoine;;;;
34001;254792.09142516035;6252724.688461527;place_of_worship;Union Libérale Israélite de France;;;;;;75056;Paris;patrimoine;;;;fr:Union libérale israélite de France
34006;258603.64027540843;6252310.510814802;manor;Hôtel de la Marine;;;;;;75056;Paris;patrimoine;;;;fr:Hôtel de la Marine
34014;257204.5325781238;6254829.428976196;mansion;Hôtel Gaillard;;;;;;75056;Paris;patrimoine;;;;fr:Hôtel Gaillard
34018;264202.99563346856;6252656.503750315;place_of_worship;Église Saint-Joseph des Nations;;;;;;75056;Paris;patrimoine;;;;fr:Église Saint-Joseph-des-Nations
34019;261899.86147686242;6252796.857135252;city_gate;Porte Saint-Denis;;;;;;75056;Paris;patrimoine;;;;fr:Porte Saint-Denis
34020;262229.8685838089;6252687.338161036;city_gate;Porte Saint-Martin;;;;;;75056;Paris;patrimoine;;;;fr:Porte Saint-Martin
34021;260025.56661249392;6251312.464585489;castle;Palais du Louvre;;;;;;75056;Paris;patrimoine;;;;fr:Palais du Louvre
34022;261046.80711215342;6250359.233304604;place_of_worship;Sainte-Chapelle;;;;;;75056;Paris;patrimoine;;;;fr:Sainte-Chapelle
34023;257427.1430076269;6250250.81739202;place_of_worship;Église du dôme;;;;;;75056;Paris;patrimoine;;;;
34024;260986.1689564257;6250429.332807843;building;Palais de Justice de Paris;;;;;;75056;Paris;patrimoine;;;;fr:Palais de justice de Paris
34025;259412.16639887614;6252278.242987354;building;Ancien hôtel de Latour-Maubourg;;;;;;75056;Paris;patrimoine;;;;
34027;261949.85820207684;6251736.550515622;yes;Maison de Nicolas Flamel;;;;;;75056;Paris;patrimoine;;;;fr:Maison de Nicolas Flamel
34028;261964.97980476596;6248621.58579373;ruins;Square des Arènes de Lutèce et Capitan;;;;;;75056;Paris;patrimoine;;;;fr:Square des Arènes-de-Lutèce-Capitan
